EIN,NAME,ICO,STREET,CITY,STATE,ZIP,GROUP,SUBSECTION,AFFILIATION,CLASSIFICATION,RULING,DEDUCTIBILITY,FOUNDATION,ACTIVITY,ORGANIZATION,STATUS,TAX_PERIOD,ASSET_CD,INCOME_CD,FILING_REQ_CD,PF_FILING_REQ_CD,ACCT_PD,ASSET_AMT,INCOME_AMT,REVENUE_AMT,NTEE_CD,SORT_NAME
561593105,EL ROPHE CENTER INC,NA,PO BOX 327,WAXHAW,NC,28173-1044,0000,03,3,2100,198812,1,16,149995000,1,01,202106,3,4,01,0,06,42110,139858,139858,NA,NA
237368822,GREENBRIER COUNTY EMERGENCY AMBULANCE SERVICE INC,NA,257 THIRD ST,LEWISBURG,WV,24901-5925,0000,03,3,1000,197409,1,15,158000000,1,01,202112,5,6,01,0,12,907357,1519019,1519019,E62Z,NA
833109108,THE TZUR FOUNDATION INC,% YECHESKEL GINSBURG,418 CLIFTON AVE STE 205,LAKEWOOD,NJ,08701-3749,0000,03,3,1000,201906,1,15,000000000,1,01,202112,6,8,01,0,12,1234936,19381305,19381305,X30,NA
821949563,NIA TERO FOUNDATION,% LISA DEAN,501 E PINE ST STE 300,SEATTLE,WA,98122-2353,0000,03,3,1200,201803,1,15,000000000,1,01,202112,9,8,01,0,12,122230625,36646115,17047246,Q31,CONSERVATION EQUITY
200072992,CENTERSTONE OF AMERICA INC,NA,44 VANTAGE WAY STE 280,NASHVILLE,TN,37228-1565,0000,03,3,1000,200308,1,17,000000000,1,01,202106,8,8,01,0,06,43424476,37275313,37223353,F99,NA
311608113,ENERGY COOPERATIVE OF OHIO,% DENNIS M FRANK SR,790 WINDMILLER DR STE B,PICKERINGTON,OH,43147-6879,0000,12,3,1200,199904,0,00,000000000,1,01,202112,6,6,01,0,12,2569734,3902431,3902431,NA,NA
363384385,PORT MINISTRIES,NA,5013 S HERMITAGE AVE,CHICAGO,IL,60609-4810,0000,03,3,1000,198901,1,15,031150120,1,01,202012,5,4,01,0,12,744645,419684,419684,P850,FRANCISCAN FRIARS
832216968,ARLINGTON HERITAGE MEMORIAL GROUNDS CORPORATION,% HARRY M CROXTON SR,2131 N COLLINS ST STE 433 # 542,ARLINGTON,TX,76011-2801,0000,03,3,1000,201811,1,15,000000000,1,01,202112,3,3,02,0,12,55340,46321,46321,A80,NA
464389001,TECH FOUNDRY INC,% DELCIE BEAN,1500 MAIN STREET STE 2700,SPRINGFIELD,MA,01115-0000,0000,03,3,1000,201406,1,11,000000000,1,01,202106,5,5,01,0,06,506892,704218,704218,B30,NA
860900327,W STEVEN MARTIN POLICE TOY DRIVE FOUNDATION,% W STEVEN MARTIN,PO BOX 6456,CHANDLER,AZ,85246-6456,0000,03,3,1000,199811,1,15,994560561,1,01,202206,4,4,01,0,06,142039,105883,105883,P58,NA
460935168,SPECIAL ABILITIES FOUNDATION,% JACHEL REDMOND,1511 JUSTIN RD STE B,LEWISVILLE,TX,75077-2120,0000,03,3,1000,201411,1,15,000000000,1,01,202112,6,3,01,0,12,1084998,69620,69620,P11,NA
237574695,NATIVE SONS OF THE GOLDEN WEST,% N S G W,PO BOX 31,JACKSON,CA,95642-0031,0212,08,9,1000,197210,1,00,036000000,5,01,202112,6,3,01,0,12,1152479,82037,82037,NA,31 EXCELSIOR-AMADOR
830462989,POSSUM KINGDOM LAKE PRESERVATION ASSOCIATION,% JOE A BEST III,PO BOX 700505,DALLAS,TX,75370-0505,0000,04,3,3000,200803,2,00,000000000,1,01,202112,1,0,02,0,12,120,0,0,C32,NA
596198583,CHILD CARE OF SOUTHWEST FLORIDA INC,NA,6831 PALISADES PARK CT STE 6,FORT MYERS,FL,33912-7132,0000,03,3,1000,196712,1,15,602000000,1,01,202106,6,8,01,0,06,4237848,11963084,11344922,P33Z,NA
261150126,FRANK G ARCORI FOUNDATION INC,% JOSEPH G ARCORI,4074 OVERLEA LN,BLOOMFLD HLS,MI,48302-4033,0000,03,3,1000,200907,1,15,000000000,1,01,202112,3,1,02,0,12,35472,23,23,B82,NA
223500117,DREAMCATCHER REPERTORY THEATRE INC,NA,120 MORRIS AVE - OAKES CENTER,SUMMIT,NJ,07901-0000,0000,03,3,1000,199708,1,16,995088000,1,01,202006,3,4,01,0,06,64430,165641,165641,A650,NA
237098705,AIR SAILING INCORPORATED,NA,10540 MIRA VISTA AVE,CUPERTINO,CA,95014-2794,0000,03,3,2800,197103,1,16,994059000,1,01,202112,4,4,01,0,12,449267,105854,105854,NA,NA
364083825,CHATHAM BUSINESS ASSOCIATION SMALL BUSINESS DEVELOPMENT INC,% DONNA HARRIS,800 E 78TH ST,CHICAGO,IL,60619-2937,0000,06,3,2000,199911,2,00,000000000,1,01,202112,6,6,01,0,12,2138836,2396134,2396134,S41,NA
251198675,TRANSITIONAL SERVICES INC,NA,806 WEST ST,HOMESTEAD,PA,15120-1566,0000,03,3,1000,200710,1,15,059160399,1,01,202106,8,7,01,0,06,10014611,8842162,8842162,P99,NA
274485122,NO HUNGRY CHILDREN INC,NA,PO BOX 287,ACWORTH,GA,30101-0287,0000,03,3,2100,201206,1,15,000000000,1,01,202112,4,4,01,0,12,138033,228417,228417,X99,NA
205242330,DOWNTOWN STREETS INC,NA,1671 THE ALAMEDA STE 306,SAN JOSE,CA,95126-2222,6128,03,6,1000,201503,1,15,000000000,1,01,202106,6,8,01,0,06,3075834,10361163,10361163,J22,NA
330909156,VISTA VERDE FOUNDATION,% GAIL ANTONIO,6 FEDERATION WAY,IRVINE,CA,92603-0100,0000,03,3,1000,200207,1,15,000000000,1,01,202112,2,1,02,0,12,11896,32,32,B122,NA
570650677,WILD DUNES COMMUNITY ASSOCIATION INC,NA,6200 PALMETTO DR,ISLE OF PALMS,SC,29451-3815,0000,04,3,3000,201912,2,00,000000000,1,01,202112,8,7,01,0,12,15432626,5396847,5396847,L50,NA
680162075,A POSITIVE ATTITUDE OUTLOOK INC,NA,4828 N 1ST ST STE 101,FRESNO,CA,93726-0528,0000,03,3,1000,199305,1,15,320000000,1,01,202112,5,6,01,0,12,790507,2118364,2118364,P32Z,NA
561215226,MOORE COUNTY HOMEBUILDERS ASSOCIATION INC,NA,PO BOX 4033,PINEHURST,NC,28374-4033,0000,06,3,1000,198408,2,00,000000000,1,01,202112,4,4,01,0,12,473092,165948,135818,NA,NA
462240919,CSA,% DAN SKOKAN,6000 AURORA AVE STE B,DES MOINES,IA,50322-2837,0000,03,3,1000,201407,1,15,000000000,1,01,202206,6,6,01,0,06,1745665,4208012,4208012,P20,NA
860792518,COMMUNITY PARTNERSHIP OF SOUTHERN ARIZONA CPSA INC,NA,PO BOX 86537,TUCSON,AZ,85754-6537,0000,03,3,1000,199502,1,15,995179000,1,01,202109,8,6,01,0,09,17527238,3138259,3138259,E210,NA
592294226,FRATERNAL ORDER OF EAGLES,NA,228 GREEN ACRES RD,FT WALTON BCH,FL,32547-1165,0102,08,9,1000,199108,2,00,260000000,5,01,202105,4,5,01,0,05,331753,811492,137266,NA,4045 AERIE
810895638,PHMC 1500,% PUBLI HEALTH MANAGEMANT ORGANIZTI,1500 MARKET ST - CENTRE SQUARE EAS,PHILADELPHIA,PA,19102-0000,0000,03,3,1000,201504,1,16,000000000,1,01,202106,6,5,01,0,06,4209600,769191,769191,P33,NA
453248340,RAMPY MS RESEARCH FOUNDATION,% SCOTT RAMPY,2002 NW DESOTO DR,BENTONVILLE,AR,72712-4467,0000,03,3,1000,201111,1,15,000000000,1,01,202112,4,4,01,0,12,181424,283702,130366,H80,NA
166023261,FOUNDATION FOR JEWISH PHILANTHROPIES,NA,2640 N FOREST RD STE 200,GETZVILLE,NY,14068-1573,0000,03,3,1000,196208,1,15,325059040,1,01,202112,9,9,01,0,12,249898212,107781139,25804353,T700,NA
261886137,BOOTS ON THE COURT INC,% RICHARD L STOCKTON JR,8116 LABORIE LN,WELLINGTON,FL,33414-3444,0000,03,3,1000,200810,1,15,000000000,1,01,202112,0,3,01,0,12,0,53450,53450,T30,NA
391689156,ASSOCIATION RETREAT CENTER INC,NA,2372 30TH AVE,OSCEOLA,WI,54020-5927,0000,03,3,1000,200403,1,16,000000000,1,01,202112,5,6,01,0,12,994241,1193945,1192945,P20,ARC
833705117,UNITE FOR HEALTH FOUNDATION,% NDANSI ELVIS,155 CLAREMONT AVE,NEW YORK,NY,10027-4003,0000,03,3,1000,201911,1,15,000000000,1,01,202112,0,0,02,0,12,0,0,0,Q33,NA
650510103,OUR MOTHERS HOME OF SOUTHWEST FLORIDA INC,NA,7438 CARRIER RD,FORT MYERS,FL,33967-2757,0000,03,3,1000,199410,1,15,994399326,1,01,202012,5,5,01,0,12,700004,658596,629077,P70,NA
820098650,BENEVOLENT & PROTECTIVE ORDER OF ELKS OF THE USA,NA,1170 W PRAIRIE AVE,COEUR D ALENE,ID,83815-8780,1156,08,9,1000,195110,1,00,279265000,5,01,202203,5,4,01,0,03,607157,361051,233376,NA,1254 COEUR D ALENE
480890970,THE KANSAS AFRICAN AMERICAN MUSEUM INC,NA,601 N WATER ST,WICHITA,KS,67203-3833,0000,03,3,2000,198001,1,15,060062000,1,01,202112,6,6,01,0,12,2113723,2061229,1993440,A500,NA
521188939,WILDFOWL TRUST OF NORTH AMERICA INC,% CHESAPEAKE BAY ENVIRONMENTAL CTR,PO BOX 519,GRASONVILLE,MD,21638-0519,0000,03,3,1200,198009,1,15,355199000,1,01,202112,6,5,01,0,12,2136183,750075,698770,D320,NA
526702277,A P Y C INC ENDOWMENT TRUST,% RELIANCE TRUST CO,2751 CENTERVILLE RD STE 400,WILMINGTON,DE,19808-1641,0000,03,3,1000,199511,1,17,922000000,2,01,202112,7,6,01,0,12,6141540,1343816,215564,T90I,NA
010552155,STARTING ARTS INC,% ANN L WATTS,525 PARROTT ST,SAN JOSE,CA,95112-4121,0000,03,3,1200,200403,1,15,000000000,1,01,202106,5,6,01,0,06,926336,1052847,1052847,O50,NA
813285546,GOLDEN ISLES PALLIATIVE CARE INC,NA,1692 GLYNCO PKWY,BRUNSWICK,GA,31525-6845,0000,03,3,1000,201809,1,16,000000000,1,01,202112,3,4,01,0,12,52976,381170,381170,P74,NA
416029615,NORTHWESTERN CHI PSI EDUCATIONAL FOUNDATION INC,% MICHAEL CARLSON,8665 HUDSON BLVD N 200,ST PAUL,MN,55042-0000,0000,02,3,1000,195006,2,00,399201000,1,01,201908,5,4,01,0,08,989235,487033,487033,B84I,NA
237225046,HICKORY TOWNSHIP VOLUNTEER FIRE COMPANY,NA,110 EASTBROOK NESHANNOCK FALLS RD,NEW CASTLE,PA,16105-6520,0000,03,3,1000,200607,1,15,000000000,1,01,201912,5,4,01,0,12,954054,128701,128701,M24,NA
843432649,PULSE FOUNDATION INC,% TIMOTHY MCGREEVY,2780 W PULLMAN RD,MOSCOW,ID,83843-4024,0000,03,3,1000,202009,1,15,000000000,1,01,202106,3,4,01,0,06,51642,195501,195501,D05,NA
300351231,JOHN M BURNES ELEMENTARY FAMILY SCHOOL ASSOCIATION,% AMY VAN DUSEN,24925 MEADOWS AVE,FLAT ROCK,MI,48134-2754,0000,03,3,1200,200604,1,16,000000000,1,01,202204,2,3,02,0,04,11777,31640,7448,B99,NA
842248368,DATA CENTER COALITION,% JOSH LEVI,120 MEADE DR SW,LEESBURG,VA,20175-5827,0000,06,3,2000,202001,2,00,000000000,1,01,202106,4,4,01,0,06,197918,408102,408102,S41,NA
620431284,GREATER NASHVILLE ASSOCIATION OF REALTORS INC,NA,4540 TROUSDALE DR,NASHVILLE,TN,37204-4536,0000,06,3,1000,0,2,00,201000000,5,01,202112,8,6,01,0,12,10673935,2810607,2777833,NA,NA
465002138,NEW LIFE WITH EDUCATION,% JUDITH KERSCHNER,PO BOX 9501,MISSION,KS,66201-1501,0000,03,3,1000,201409,1,15,000000000,1,01,202112,4,4,01,0,12,244718,300085,300085,B99,NA
912157950,SHARING HOPE MINISTRY INC,% APRIL RIGGS,PO BOX 7160,AMARILLO,TX,79114-7160,0000,03,3,1000,200203,1,15,000000000,1,01,202112,6,5,01,0,12,2782866,825012,820210,X03,NA
943388651,THE ALLEN TEMPLE LEADERSHIP INSTITUTE,% DR MARVIN PEOPLES,8501 INTERNATIONAL BLVD,OAKLAND,CA,94621-1549,0000,03,3,2000,201612,1,11,000000000,1,01,201912,3,4,01,0,12,85971,159784,159784,B50,NA
570125510,BLUE RIDGE ELECTRIC COOPERATIVE,NA,PO BOX 277,PICKENS,SC,29671-0277,0000,12,3,4000,194208,2,00,279000000,1,01,202112,9,9,01,0,12,400749868,161177852,161177852,NA,NA
571158565,OPERATION ENDURING FREEDOM FAMILY FUND,NA,PO BOX 837,RIDGECREST,CA,93556-0837,0000,03,3,1000,200406,1,15,000000000,1,01,202204,4,4,01,0,04,151749,107352,107352,P58,NA
811446336,PAULIESTRONG FOUNDATION INC,% PAUL J JIMENEZ,MLB TAX LLC 1180 6TH AVE 865,NEW YORK,NY,10036-0000,0000,03,3,1000,201702,1,15,000000000,1,01,202112,2,4,01,0,12,18261,152060,143133,T30,NA
810500351,HAMILTON PLAYERS INC,% DAVIS GROUP PLLC,100 RICKETTS RD,HAMILTON,MT,59840-9523,0000,03,3,1000,199506,1,15,994088000,1,01,202112,4,4,01,0,12,311643,141894,141894,A650,NA
680289158,ROTARY CLUB OF ROSEVILLE FOUNDATION,NA,PO BOX 57,ROSEVILLE,CA,95678-0057,0000,03,3,1000,199311,1,16,040000000,1,01,202106,5,4,01,0,06,959246,433278,433278,T30Z,NA
141738596,RONDOUT VALLEY EMPLOYEES BENEFIT TRUST,NA,PO BOX 678,STONE RIDGE,NY,12484-0678,0000,09,3,1000,199107,2,00,163261263,2,01,202109,6,5,01,0,09,1114222,571596,571596,NA,NA
832201169,TNOA EDUCATIONAL AND BENEVOLENCE FOUNDATION,NA,PO BOX 1268,PROSPER,TX,75078-1268,0000,03,3,1200,201907,1,15,000000000,1,01,202112,1,1,02,0,12,8207,5520,5520,B82,NA
911484389,STILLY-SNOHOMISH FISHERIES,% ANDY LOCH OR ROBERT SENDREY,712 3RD STREET B,MUKILTEO,WA,98275-1548,0000,03,3,1000,199104,1,15,382000000,1,01,202112,4,5,01,0,12,257494,815866,815598,D330,SOUND SALMON SOLUTIONS
237058804,SAINT JOHN OF KRONSTADT MEMORIAL FUND INCORPORATED,NA,PO BOX 56,UTICA,NY,13503-0056,0000,03,3,1700,197105,1,16,029000000,1,01,202112,6,5,01,0,12,1804290,516702,443311,P750,NA
811620836,BREAD OF LIFE FOOD PANTRY INC,NA,PO BOX 70,SUMMERSVILLE,WV,26651-0070,0000,03,3,1000,201604,1,15,000000000,1,01,202112,4,3,01,0,12,124556,54285,54285,K31,NA
205155858,CEIBA PUBLIC SCHOOLS,% THOMAS R BROWN,260 WEST RIVERSIDE DRIVE,WATSONVILLE,CA,95076-0000,0000,03,3,1000,200803,1,11,000000000,1,01,202106,7,7,01,0,06,8613118,9362647,9362647,B25,NA
462189159,UKRAINIAN-AMERICAN CULTURAL CENTER INC,% LUBA KUSHNIR,402 25TH ST,WATERVLIET,NY,12189-1916,0000,03,3,2100,201401,1,15,000000000,1,01,202112,6,4,01,0,12,1165370,408536,249745,A23,NA
742830417,AMERICAN FLIGHT MUSEUM INC,% ROBERT H RICE IV,6930 SE ROSS ST,TOPEKA,KS,66619-1364,0000,03,3,1000,201702,1,15,281000000,1,01,202112,6,4,01,0,12,1505210,350184,350184,A54,NA
462975294,ROANOKE-BLACKSBURG INNOVATION NETWORK,% JONATHAN WHITT,2200 KRAFT DRIVE SOUTHWESTSUITE 13,BLACKSBURG,VA,24060-6702,0000,03,3,2100,201409,1,16,000000000,1,01,202112,4,5,01,0,12,486721,949408,949408,B03,NA
640688913,HISTORIC DESOTO FOUNDATION,% JOSH B JR & RAMELLE E BELL,111 E COMMERCE ST,HERNANDO,MS,38632-2376,0000,03,3,2000,198411,1,16,062000000,1,01,202112,5,4,01,0,12,692546,246433,246433,NA,NA
462172193,CASCADE EDUCATIONAL BROADCAST SERVICE,% JENNY LOGAN,PO BOX 12147,PORTLAND,OR,97212-0147,0000,03,3,2000,201408,1,15,000000000,1,01,202012,4,4,01,0,12,107285,479740,479740,A34,NA
452432779,9-11 MEMORIAL GARDEN OF REFLECTION INC,% GARDEN OF REFLECTION,1460 HEATHER CIR,YARDLEY,PA,19067-4040,0000,03,3,1000,201107,1,15,000000000,1,01,202112,6,5,01,0,12,2344321,825340,783458,A80,NA
381364300,AGRICULTURAL SOCIETY OF LENAWEE COUNTY,NA,PO BOX 792,ADRIAN,MI,49221-0792,0000,03,3,1000,199408,1,16,065000000,1,01,202109,6,5,01,0,09,1338036,693740,624715,A84Z,NA
260578129,ORDER OF THE ALHAMBRA,NA,PO BOX 4683,MCALLEN,TX,78502-4683,1206,10,9,1000,195301,2,00,059922036,5,01,202112,3,3,02,0,12,36029,41040,41040,B82,260 MOSARA
261286043,DREAMING OUT LOUD FOUNDATION,% WEWORK,80 M STREET SE,WASHINGTON DC,DC,20003-3544,0000,03,3,2100,201004,1,15,000000000,1,01,202109,6,6,01,0,09,1799373,2981377,2981377,O50,NA
030260123,VT LIFE & HEALTH INSURANCE GUARANTY ASSOCIATION,% NATIONAL LIFE INURANCE COMPANY,ONE NATIONAL LIFE DRIVE M585,MONTPELIER,VT,05604-1000,0000,06,3,1000,197507,2,00,259000000,1,01,202112,5,2,02,0,12,707748,13644,13644,NA,NA
912139440,BEAUTIFUL LIGHT INN INC,% CONNIE VAUGHN,150 BEAUTIFUL LANE,WHITEVILLE,NC,28472-6238,0000,03,3,1000,200111,1,15,000000000,1,01,202112,6,4,01,0,12,2205548,213797,213797,F22,NA
954364787,CLEANSING STREAM MINISTRIES INC,NA,PO BOX 3765,ANTIOCH,CA,94531-3765,0000,03,3,1000,199206,1,16,320000000,1,01,202112,3,4,01,0,12,81153,389868,388145,Z99Z,NA
050225280,PROPRIETORS OF SWAN POINT CEMETERY,% REX MORRIS,585 BLACKSTONE BLVD,PROVIDENCE,RI,02906-5034,0000,13,3,2000,193404,1,00,900000000,1,01,202112,9,8,01,0,12,160475939,22807309,8315473,NA,NA
943085822,GEE HOW OAK TIN FOUNDATION,NA,519 7TH AVE S,SEATTLE,WA,98104-2971,0000,03,3,1000,199305,1,15,320000000,1,01,202112,7,4,01,0,12,5174848,386511,312326,NA,NA
330592567,LAMBS PLAYERS THEATRE,NA,PO BOX 182229,CORONADO,CA,92178-2229,0000,03,3,1000,199501,1,16,088000000,1,01,202112,6,6,01,0,12,2288134,3391446,3376784,A650,NA
351816648,HOLLIDAY PARK FOUNDATION INC,NA,6363 SPRING MILL RD,INDIANAPOLIS,IN,46260-4241,0000,03,3,1000,199102,1,23,060000000,1,01,202206,6,6,01,0,06,4855890,1104382,1095207,C11,NA
752720588,REGIONAL CRIME VICTIM CRISIS CENTER,NA,PO BOX 122,ABILENE,TX,79604-0122,0000,03,3,1000,199709,1,15,994149000,1,01,202109,5,6,01,0,09,690160,1244008,1244008,P62Z,NA
834374452,HERSHEY CHRISTIAN ACADEMY,% KYLIE MURRAY,3003 ELIZABETHTOWN RD,HERSHEY,PA,17033-9323,0000,03,3,2000,202004,1,11,000000000,1,01,202206,5,6,01,0,06,613283,1151583,1147022,NA,NA
452718889,NA KUHIO IKE,% PAUL RICHARDS,PO BOX 353,WAIMANALO,HI,96795-0353,0000,03,3,1000,201408,1,16,000000000,1,01,202112,7,3,01,0,12,5711888,85220,64428,S20,NA
591275598,MIRACLE HILL NURSING AND REHABILITATION CENTER INC,NA,1329 ABRAHAM ST,TALLAHASSEE,FL,32304-1907,0000,03,3,1000,197201,1,16,152000000,1,01,202106,7,7,01,0,06,5696026,8530507,8530507,E910,NA
311020023,WELLSPRING INC,NA,PO BOX 1927,LOUISVILLE,KY,40201-1927,0000,03,3,1000,198111,1,16,161123000,1,01,202106,6,7,01,0,06,4225957,6474791,6404279,NA,NA
832684525,CHADWICK CLUBHOUSE,NA,1157 SE DOUGLAS AVE,ROSEBURG,OR,97470-4387,0000,03,0,1000,201910,0,15,000000000,0,01,202112,4,4,01,0,12,155080,232958,232958,F32,NA
251666090,VETERANS RESEARCH FOUNDATION,% UNIVERSITY DR C,UNIVERSITY DR C 151 BLDG,PITTSBURGH,PA,15240-0000,0000,03,3,1200,199207,1,12,161000000,1,01,202112,6,6,01,0,12,4865557,2813156,2533091,NA,NA
042645008,NORTH SHORE HERITAGE ASSOCIATES INC,% SANDRA CANDELARIO,1 SOUTHSIDE RD,DANVERS,MA,01923-1408,0000,03,3,1000,198310,1,15,160994042,1,01,202106,8,6,01,0,06,10093675,3932091,3117564,NA,NA
610952304,NAZARETH VILLAGES INC,NA,PO BOX 15,NAZARETH,KY,40048-0015,0000,03,3,1000,197908,1,16,381000000,1,01,202108,6,6,01,0,08,3089097,1033419,1033419,Z99Z,NA
562310838,FEED THE HUNGRY THROUGH CHRIST THE KING INC,% ELIZABETH MANKO,5170 SCOFIELD RD,COLLEGE PARK,GA,30349-3302,0000,03,3,1000,200305,1,15,000000000,1,01,202112,3,5,01,0,12,87817,559511,559511,P60,NA
911764897,JEFFERSON ECONOMIC DEVELOPEMENT INSTITUTE,NA,PO BOX 1586,MOUNT SHASTA,CA,96067-1586,0000,03,3,1000,199708,1,15,994123566,1,01,202109,4,5,01,0,09,142879,798620,798620,S43,NA
364841069,NYU LANGONE IPA INC,% NYU HOSPITALS CENTER,550 FIRST AVENUE HCC15,NEW YORK,NY,10016-6402,0000,03,3,1000,201705,1,21,000000000,1,01,202108,6,6,01,0,08,4608995,2035571,2035571,E20,NA
472202818,TEXAS PUBLIC SERSVICE ASSOCIATION,NA,14506 WILDWOOD SPRINGS LN,HOUSTON,TX,77044-5474,0000,03,3,1200,202011,1,16,000000000,1,01,202112,3,0,02,0,12,28858,0,0,M99,TPSA
222911611,UNITED SOCIAL & MENTAL HEALTH SERVICES INC,NA,1007 N MAIN ST,DAYVILLE,CT,06241-2170,0000,03,3,1000,198907,1,15,165000000,1,01,202106,6,4,01,0,06,4343171,283867,-91239,NA,NA
232019323,CASTANEA FIRE CO,% CARL SMITH,111 MCELHATTAN AVE,LOCK HAVEN,PA,17745-3629,0000,04,3,1000,200009,1,00,000000000,1,01,202112,6,6,01,0,12,3484205,1088468,409616,M24,NA
202895023,HARVEST PROJECTS REVIVAL CENTER INC,NA,PO BOX 37,MANSFIELD,MO,65704-0037,0000,03,3,7000,200507,1,10,000000000,1,01,202112,4,3,06,0,12,179274,86627,86627,X21,NA
461444958,BRIAN BILL FOUNDATION INC,NA,356 15TH AVE NE,ST PETERSBURG,FL,33704-4703,0000,03,3,1000,201406,1,16,000000000,1,01,202106,3,4,01,0,06,80811,467269,467269,Q99,NA
720540671,WOLDENBERG VILLAGE INC,% ZEB LANDERS,3701 BEHRMAN PL,NEW ORLEANS,LA,70114-0910,0000,03,3,1000,197004,1,16,150382000,1,01,202112,8,8,01,0,12,27827418,15842123,14584574,L220,NA
820761238,CRISTO REY MIAMI HIGH SCHOOL INC,NA,125 NE 119TH ST,NORTH MIAMI,FL,33161-5374,0000,03,3,2000,201802,1,11,000000000,1,01,202206,7,6,01,0,06,6506857,3866310,3865610,B25,NA
750968821,AMARILLO BOTANICAL GARDENS,NA,1400 STREIT DR,AMARILLO,TX,79106-1731,0000,03,3,1200,195711,1,16,356000000,1,01,202108,7,5,01,0,08,5768491,580357,548606,C410,NA
463549796,WILDCAT AQUATIC SWIM CLUB,% PHIL DODSON,6100 N SAUGANASH AVE,CHICAGO,IL,60646-5000,0000,03,3,1000,201608,1,16,000000000,1,01,202208,4,5,01,0,08,431838,905744,905744,N67,NA
566060878,ALCOHOLIC HOME INC,NA,5884 RIVERDALE DR,JAMESTOWN,NC,27282-9239,0000,03,3,1700,196107,1,16,059150399,1,01,202112,5,5,01,0,12,765644,624782,624782,F21Z,NA
956228937,FINE ARTS CLUB OF PASADENA,% JESSIE DUFFY,458 N ALMANSOR ST,ALHAMBRA,CA,91801-2623,0000,03,3,1000,196811,1,16,119000000,1,01,202106,5,5,01,0,06,555647,612670,109198,A40Z,NA
380896360,ORCHARD LAKE COUNTRY CLUB,NA,5000 W SHORE DR,ORCHARD LAKE,MI,48324-2375,0000,07,3,1000,194204,2,00,280279319,1,01,202110,8,7,01,0,10,23124636,8716569,7489281,NA,NA
521037873,ROTARY INTERNATIONAL,% SHERRY WHITWORTH,9914 REISTERSTOWN ROAD STE 281,OWINGS MILLS,MD,21117-3945,0573,04,9,3000,194209,2,00,520349200,5,01,202206,4,4,01,0,06,155773,324376,322169,NA,7620 DISTRICT
473878626,PLANNED PARENTHOOD MINNESOTA NORTH DAKOTA SOUTH DAKOTA FUND,NA,671 VANDALIA ST,SAINT PAUL,MN,55114-1312,0000,03,3,1000,201603,1,21,000000000,1,01,202106,9,6,01,0,06,74688900,3353812,2513382,P11,NA
581392664,SAFE SHELTER CENTER FOR DOMESTIC VIOLENCE SERVICES INC,NA,PO BOX 61119,SAVANNAH,GA,31420-1119,0000,03,3,1000,198003,1,15,399569000,1,01,202112,6,6,01,0,12,2272201,1650677,1586298,P43Z,NA
900811449,INFLUENCE CHURCH INC,% PHIL HOTSENPILLER,8163 E KAISER BLVD,ANAHEIM HILLS,CA,92808-2214,0000,03,3,7100,201311,1,15,000000000,1,01,201912,6,6,01,0,12,4229202,2982770,2982770,X20,NA
752605699,MARSHALL HOSPITAL FOUNDATION,% LEE SONNE,811 S WASHINGTON AVE,MARSHALL,TX,75670-5336,0000,03,3,1000,199702,1,15,408000000,1,01,202106,4,3,01,0,06,160402,72301,72301,T31,NA
741937134,SAN MIGUEL ELECTRIC COOPERATIVE INC,% PAULA HARVEY,PO BOX 280,JOURDANTON,TX,78026-0280,0000,12,3,4000,198805,2,00,250000000,1,01,202112,9,9,01,0,12,529155212,162000533,162000533,NA,DERRICK BRUMMETT
540891528,ANCIENT FREE & ACCEPTED MASONS OF VIRGINIA,% PETER MILLER,6787 FOREST HILL AVE,RICHMOND,VA,23225-1857,2328,10,9,1000,197209,1,00,036000000,5,01,202112,5,4,01,0,12,849601,327536,143390,NA,14 MANCHESTER LODGE
640730366,MIRACLES OF GRACE FOUNDATION INC,NA,20 BARNES RD,MERIGOLD,MS,38759-9656,0000,03,3,1000,198610,1,17,000000000,1,01,202112,6,5,01,0,12,3917518,686139,174319,NA,NA
316059871,WESLEY CHAPEL MISSION CENTER,NA,80 E MCMICKEN AVE,CINCINNATI,OH,45202-8511,0000,03,3,1700,200704,1,15,000000000,1,01,202012,5,5,01,0,12,554473,620414,620414,X99,NA
251812849,AMANI CHRISTIAN COMMUNITY DEVELOPMENT CORP,% JAMES L WALLS,713 CLARISSA ST,PITTSBURGH,PA,15219-5024,0000,03,3,7000,202008,1,15,000000000,1,01,202012,4,4,01,0,12,267589,234373,234373,T50,NA
621055126,SOUTHEAST CHAPTER OF THE AMERICAN ASSOCIATION OF AIRPORT EXECUTIVES,% ROBERT C BRAMMER,8712 CASPIANA LN,N CHARLESTON,SC,29420-6800,0000,06,3,2000,198308,2,00,200000000,1,01,202106,4,4,01,0,06,301399,346100,346100,NA,SEC-AAAE
208612763,FORWARD HURON INC,% JAMES BORSZICH,1705 DAKOTA AVE S,HURON,SD,57350-3931,0000,03,3,1000,200808,1,15,000000000,1,01,202112,5,3,01,0,12,795718,78387,78387,S32,NA
810994119,EAT BETTER LIVE BETTER INC,NA,301 W ATALANTIC AVE SUITE 6,DELRAY BEACH,FL,33444-3687,0000,03,3,1200,201601,1,15,000000000,1,01,202112,4,4,01,0,12,151872,461660,461660,T50,NA
